community,species,compound,flux,smetana
comp_50,Rhizobacter_gummiphilus_NS21,orn,1,0.025
comp_50,Reyranella_massiliensis_521,orn,-1,-0.025
comp_50,Rhizobacter_gummiphilus_NS21,pro__L,1,0.02
comp_50,Reyranella_massiliensis_521,pro__L,-1,-0.02
comp_50,Rhizobacter_gummiphilus_NS21,thr__L,1,0.01
comp_50,Reyranella_massiliensis_521,thr__L,-1,-0.01
comp_50,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,1
comp_50,Niabella_soli_DSM_19437_JS13_8_DSM_19437,asn__L,-1,-1
comp_50,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.6818181818181818
comp_50,Sphingomonas_melonis_TY,bz,-1,-0.6818181818181818
comp_50,Niabella_soli_DSM_19437_JS13_8_DSM_19437,adn,1,0.4090909090909091
comp_50,Sphingomonas_melonis_TY,adn,-1,-0.4090909090909091
comp_50,Flavobacterium_succinicans_LMG_10402,adn,1,0.6818181818181818
comp_50,Sphingomonas_melonis_TY,adn,-1,-0.6818181818181818
comp_50,Flavobacterium_succinicans_LMG_10402,bz,1,0.6818181818181818
comp_50,Sphingomonas_melonis_TY,bz,-1,-0.6818181818181818
comp_50,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,1
comp_50,Methylocapsa_palsarum_NE2,asn__L,-1,-1
comp_50,Streptomyces_griseoruber_NRRL_B_1818,bz,1,1
comp_50,Methylocapsa_palsarum_NE2,bz,-1,-1
comp_50,Streptomyces_griseoruber_NRRL_B_1818,h2s,1,1
comp_50,Methylocapsa_palsarum_NE2,h2s,-1,-1
comp_50,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.5
comp_50,Methylibium_petroleiphilum_PM1,bz,-1,-0.5
comp_50,Streptomyces_griseoruber_NRRL_B_1818,glyc,1,0.5
comp_50,Methylibium_petroleiphilum_PM1,glyc,-1,-0.5
comp_50,Rhizobacter_gummiphilus_NS21,glyc,1,0.5
comp_50,Methylibium_petroleiphilum_PM1,glyc,-1,-0.5
comp_50,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,1
comp_50,Rhizobium_leguminosarum_OV483,asn__L,-1,-1
comp_50,Reyranella_massiliensis_521,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Streptomyces_griseoruber_NRRL_B_1818,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Niabella_soli_DSM_19437_JS13_8_DSM_19437,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Niabella_soli_DSM_19437_JS13_8_DSM_19437,g3pe,1,0.075
comp_50,Rhizobacter_gummiphilus_NS21,g3pe,-1,-0.075
comp_50,Niabella_soli_DSM_19437_JS13_8_DSM_19437,ptrc,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,ptrc,-1,-0.05
comp_50,Sphingomonas_melonis_TY,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Methylocapsa_palsarum_NE2,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Methylibium_petroleiphilum_PM1,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Methylibium_petroleiphilum_PM1,g3pe,1,0.075
comp_50,Rhizobacter_gummiphilus_NS21,g3pe,-1,-0.075
comp_50,Flavobacterium_succinicans_LMG_10402,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_50,Flavobacterium_succinicans_LMG_10402,g3pe,1,0.075
comp_50,Rhizobacter_gummiphilus_NS21,g3pe,-1,-0.075
comp_50,Flavobacterium_succinicans_LMG_10402,ptrc,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,ptrc,-1,-0.05
comp_50,Rhizobium_leguminosarum_OV483,acald,1,0.05
comp_50,Rhizobacter_gummiphilus_NS21,acald,-1,-0.05
comp_51,Pseudonocardia_acaciae_DSM_45401,3oxoadp,1,0.04
comp_51,Xylophilus_ampelinus_CCH5_B3,3oxoadp,-1,-0.04
comp_51,Pseudonocardia_acaciae_DSM_45401,acald,1,0.15
comp_51,Xylophilus_ampelinus_CCH5_B3,acald,-1,-0.15
comp_51,Pseudonocardia_acaciae_DSM_45401,ala__L,1,0.02
comp_51,Xylophilus_ampelinus_CCH5_B3,ala__L,-1,-0.02
comp_51,Pseudonocardia_acaciae_DSM_45401,arg__L,1,0.22
comp_51,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.22
comp_51,Pseudonocardia_acaciae_DSM_45401,asn__L,1,1
comp_51,Xylophilus_ampelinus_CCH5_B3,asn__L,-1,-1
comp_51,Pseudonocardia_acaciae_DSM_45401,asp__L,1,0.01
comp_51,Xylophilus_ampelinus_CCH5_B3,asp__L,-1,-0.01
comp_51,Pseudonocardia_acaciae_DSM_45401,bz,1,1
comp_51,Xylophilus_ampelinus_CCH5_B3,bz,-1,-1
comp_51,Pseudonocardia_acaciae_DSM_45401,mal__L,1,0.03
comp_51,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.03
comp_51,Pseudonocardia_acaciae_DSM_45401,nh4,1,0.01
comp_51,Xylophilus_ampelinus_CCH5_B3,nh4,-1,-0.01
comp_51,Pseudonocardia_acaciae_DSM_45401,pro__L,1,0.02
comp_51,Xylophilus_ampelinus_CCH5_B3,pro__L,-1,-0.02
comp_51,Xylophilus_ampelinus_CCH5_B3,glyc,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,glyc,-1,-0.25
comp_51,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,nh4,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,glyc,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,glyc,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,nh4,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,nh4,-1,-0.25
comp_51,Jatrophihabitans_endophyticus_DSM_45627,glyc,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,glyc,-1,-0.25
comp_51,Jatrophihabitans_endophyticus_DSM_45627,nh4,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,nh4,-1,-0.25
comp_51,Acidovorax_konjaci_DSM_7481,glyc,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,glyc,-1,-0.25
comp_51,Acidovorax_konjaci_DSM_7481,nh4,1,0.25
comp_51,Bacillus_circulans_NBRC_13626,nh4,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,glyc,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,glyc,-1,-0.5
comp_51,Pseudonocardia_acaciae_DSM_45401,thr__L,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,thr__L,-1,-0.5
comp_51,Jatrophihabitans_endophyticus_DSM_45627,glyc,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,glyc,-1,-0.5
comp_51,Jatrophihabitans_endophyticus_DSM_45627,thr__L,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,thr__L,-1,-0.5
comp_51,Methylibium_petroleiphilum_PM1,glyc,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,glyc,-1,-0.5
comp_51,Hyalangium_minutum_DSM_14724,glyc,1,0.5
comp_51,Mesorhizobium_ciceri_ca181,glyc,-1,-0.5
comp_51,Acidovorax_konjaci_DSM_7481,5mtr,1,1
comp_51,Chthoniobacter_flavus_Ellin428,5mtr,-1,-1
comp_51,Acidovorax_konjaci_DSM_7481,nh4,1,1
comp_51,Chthoniobacter_flavus_Ellin428,nh4,-1,-1
comp_51,Acidovorax_konjaci_DSM_7481,xtsn,1,1
comp_51,Chthoniobacter_flavus_Ellin428,xtsn,-1,-1
comp_51,Xylophilus_ampelinus_CCH5_B3,acald,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,acald,-1,-0.25
comp_51,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,acald,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,acald,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,nh4,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,-1,-0.25
comp_51,Jatrophihabitans_endophyticus_DSM_45627,acald,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,acald,-1,-0.25
comp_51,Jatrophihabitans_endophyticus_DSM_45627,nh4,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,-1,-0.25
comp_51,Acidovorax_konjaci_DSM_7481,acald,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,acald,-1,-0.25
comp_51,Acidovorax_konjaci_DSM_7481,nh4,1,0.25
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,-1,-0.25
comp_51,Pseudonocardia_acaciae_DSM_45401,bz,1,1
comp_51,Methylibium_petroleiphilum_PM1,bz,-1,-1
comp_51,Pseudonocardia_acaciae_DSM_45401,glyc,1,1
comp_51,Methylibium_petroleiphilum_PM1,glyc,-1,-1
comp_51,Pseudonocardia_acaciae_DSM_45401,nh4,1,1
comp_51,Methylibium_petroleiphilum_PM1,nh4,-1,-1
comp_51,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.2857142857142857
comp_51,Pseudonocardia_acaciae_DSM_45401,nh4,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.2857142857142857
comp_51,Pseudonocardia_acaciae_DSM_45401,thr__L,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,thr__L,-1,-0.2857142857142857
comp_51,Bacillus_circulans_NBRC_13626,ile__L,1,1
comp_51,Hyalangium_minutum_DSM_14724,ile__L,-1,-1
comp_51,Bacillus_circulans_NBRC_13626,leu__L,1,1
comp_51,Hyalangium_minutum_DSM_14724,leu__L,-1,-1
comp_51,Bacillus_circulans_NBRC_13626,nh4,1,1
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-1
comp_51,Bacillus_circulans_NBRC_13626,thr__L,1,1
comp_51,Hyalangium_minutum_DSM_14724,thr__L,-1,-1
comp_51,Jatrophihabitans_endophyticus_DSM_45627,glyc3p,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,glyc3p,-1,-0.2857142857142857
comp_51,Jatrophihabitans_endophyticus_DSM_45627,nh4,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.2857142857142857
comp_51,Jatrophihabitans_endophyticus_DSM_45627,thr__L,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,thr__L,-1,-0.2857142857142857
comp_51,Mesorhizobium_ciceri_ca181,nh4,1,0.21428571428571427
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.21428571428571427
comp_51,Chthoniobacter_flavus_Ellin428,nh4,1,0.17857142857142858
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.17857142857142858
comp_51,Pseudorhodoplanes_sinuspersici_RIPI110,nh4,1,0.17857142857142858
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.17857142857142858
comp_51,Methylibium_petroleiphilum_PM1,nh4,1,0.14285714285714285
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.14285714285714285
comp_51,Acidovorax_konjaci_DSM_7481,nh4,1,0.2857142857142857
comp_51,Hyalangium_minutum_DSM_14724,nh4,-1,-0.2857142857142857
comp_52,Rhizobacter_gummiphilus_NS21,acald,1,0.035
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,-1,-0.035
comp_52,Rhizobacter_gummiphilus_NS21,dha,1,0.13
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,dha,-1,-0.13
comp_52,Rhizobacter_gummiphilus_NS21,etoh,1,0.025
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,etoh,-1,-0.025
comp_52,Rhizobacter_gummiphilus_NS21,h2s,1,0.005
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,h2s,-1,-0.005
comp_52,Rhizobacter_gummiphilus_NS21,no2,1,0.5
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,no2,-1,-0.5
comp_52,Edaphobacter_aggregans_DSM_19364,acald,1,0.035
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,-1,-0.035
comp_52,Edaphobacter_aggregans_DSM_19364,etoh,1,0.025
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,etoh,-1,-0.025
comp_52,Edaphobacter_aggregans_DSM_19364,h2s,1,0.005
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,h2s,-1,-0.005
comp_52,Edaphobacter_aggregans_DSM_19364,no2,1,0.5
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,no2,-1,-0.5
comp_52,Edaphobacter_aggregans_DSM_19364,ptrc,1,0.125
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,ptrc,-1,-0.125
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,12ppd__S,1,0.1309390198279087
comp_52,Xylophilus_ampelinus_CCH5_B3,12ppd__S,-1,-0.1309390198279087
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,arg__L,1,0.3703703703703703
comp_52,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.3703703703703703
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,asn__L,1,0.3703703703703703
comp_52,Xylophilus_ampelinus_CCH5_B3,asn__L,-1,-0.3703703703703703
comp_52,Lysobacter_dokdonensis_DS_58,arg__L,1,0.14814814814814814
comp_52,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.14814814814814814
comp_52,Lysobacter_dokdonensis_DS_58,ura,1,0.14814814814814814
comp_52,Xylophilus_ampelinus_CCH5_B3,ura,-1,-0.14814814814814814
comp_52,Bacillus_circulans_NBRC_13626,leu__L,1,7.4822297044519e-4
comp_52,Xylophilus_ampelinus_CCH5_B3,leu__L,-1,-7.4822297044519e-4
comp_52,Rhizobacter_gummiphilus_NS21,arg__L,1,0.5185185185185185
comp_52,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.5185185185185185
comp_52,Edaphobacter_aggregans_DSM_19364,12ppd__S,1,0.1833146277590722
comp_52,Xylophilus_ampelinus_CCH5_B3,12ppd__S,-1,-0.1833146277590722
comp_52,Edaphobacter_aggregans_DSM_19364,arg__L,1,0.5185185185185185
comp_52,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.5185185185185185
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,12ppd__S,1,0.07856341189674522
comp_52,Xylophilus_ampelinus_CCH5_B3,12ppd__S,-1,-0.07856341189674522
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,arg__L,1,0.2222222222222222
comp_52,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.2222222222222222
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,bz,1,0.1840628507295174
comp_52,Xylophilus_ampelinus_CCH5_B3,bz,-1,-0.1840628507295174
comp_52,Azohydromonas_australica_DSM_1124,4hbz,1,0.09539842873176206
comp_52,Xylophilus_ampelinus_CCH5_B3,4hbz,-1,-0.09539842873176206
comp_52,Azohydromonas_australica_DSM_1124,asn__L,1,0.5555555555555556
comp_52,Xylophilus_ampelinus_CCH5_B3,asn__L,-1,-0.5555555555555556
comp_52,Azohydromonas_australica_DSM_1124,bz,1,0.4601571268237935
comp_52,Xylophilus_ampelinus_CCH5_B3,bz,-1,-0.4601571268237935
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,ac,1,0.01692307692307692
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.01692307692307692
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.04615384615384615
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,nh4,1,0.00153846153846153
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00153846153846153
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,thr__L,1,0.15384615384615383
comp_52,Lysobacter_dokdonensis_DS_58,thr__L,-1,-0.15384615384615383
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,tol,1,0.1076923076923077
comp_52,Lysobacter_dokdonensis_DS_58,tol,-1,-0.1076923076923077
comp_52,Xylophilus_ampelinus_CCH5_B3,ac,1,0.01692307692307692
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.01692307692307692
comp_52,Xylophilus_ampelinus_CCH5_B3,acald,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.04615384615384615
comp_52,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.00153846153846153
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00153846153846153
comp_52,Bacillus_circulans_NBRC_13626,4abut,1,0.53
comp_52,Lysobacter_dokdonensis_DS_58,4abut,-1,-0.53
comp_52,Bacillus_circulans_NBRC_13626,acald,1,0.3
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.3
comp_52,Bacillus_circulans_NBRC_13626,leu__L,1,1
comp_52,Lysobacter_dokdonensis_DS_58,leu__L,-1,-1
comp_52,Bacillus_circulans_NBRC_13626,nh4,1,0.01
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.01
comp_52,Bacillus_circulans_NBRC_13626,thr__L,1,1
comp_52,Lysobacter_dokdonensis_DS_58,thr__L,-1,-1
comp_52,Bacillus_circulans_NBRC_13626,val__L,1,1
comp_52,Lysobacter_dokdonensis_DS_58,val__L,-1,-1
comp_52,Rhizobacter_gummiphilus_NS21,ac,1,0.05923076923076922
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.05923076923076922
comp_52,Rhizobacter_gummiphilus_NS21,acald,1,0.16153846153846152
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.16153846153846152
comp_52,Rhizobacter_gummiphilus_NS21,glyc3p,1,0.03769230769230769
comp_52,Lysobacter_dokdonensis_DS_58,glyc3p,-1,-0.03769230769230769
comp_52,Rhizobacter_gummiphilus_NS21,nh4,1,0.00538461538461538
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00538461538461538
comp_52,Rhizobacter_gummiphilus_NS21,thr__L,1,0.5384615384615384
comp_52,Lysobacter_dokdonensis_DS_58,thr__L,-1,-0.5384615384615384
comp_52,Bradyrhizobium_neotropicale_BR_10247,ac,1,0.11
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.11
comp_52,Bradyrhizobium_neotropicale_BR_10247,acald,1,0.3
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.3
comp_52,Bradyrhizobium_neotropicale_BR_10247,cit,1,1
comp_52,Lysobacter_dokdonensis_DS_58,cit,-1,-1
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,1,0.01
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.01
comp_52,Edaphobacter_aggregans_DSM_19364,4abut,1,0.2853846153846154
comp_52,Lysobacter_dokdonensis_DS_58,4abut,-1,-0.2853846153846154
comp_52,Edaphobacter_aggregans_DSM_19364,acald,1,0.16153846153846152
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.16153846153846152
comp_52,Edaphobacter_aggregans_DSM_19364,nh4,1,0.00538461538461538
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00538461538461538
comp_52,Micromonospora_rosaria_DSM_803,acac,1,0.03538461538461539
comp_52,Lysobacter_dokdonensis_DS_58,acac,-1,-0.03538461538461539
comp_52,Micromonospora_rosaria_DSM_803,acald,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.04615384615384615
comp_52,Micromonospora_rosaria_DSM_803,nh4,1,0.00153846153846153
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00153846153846153
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,ac,1,0.01692307692307692
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.01692307692307692
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,acac,1,0.03538461538461539
comp_52,Lysobacter_dokdonensis_DS_58,acac,-1,-0.03538461538461539
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,acald,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.04615384615384615
comp_52,Dactylosporangium_aurantiacum_NRRL_B_8018,nh4,1,0.00153846153846153
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00153846153846153
comp_52,Azohydromonas_australica_DSM_1124,4hbz,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,4hbz,-1,-0.04615384615384615
comp_52,Azohydromonas_australica_DSM_1124,ac,1,0.01692307692307692
comp_52,Lysobacter_dokdonensis_DS_58,ac,-1,-0.01692307692307692
comp_52,Azohydromonas_australica_DSM_1124,acald,1,0.04615384615384615
comp_52,Lysobacter_dokdonensis_DS_58,acald,-1,-0.04615384615384615
comp_52,Azohydromonas_australica_DSM_1124,nh4,1,0.00153846153846153
comp_52,Lysobacter_dokdonensis_DS_58,nh4,-1,-0.00153846153846153
comp_52,Rhizobacter_gummiphilus_NS21,arg__L,1,0.01648351648351648
comp_52,Bacillus_circulans_NBRC_13626,arg__L,-1,-0.01648351648351648
comp_52,Rhizobacter_gummiphilus_NS21,glyc3p,1,0.10989010989010987
comp_52,Bacillus_circulans_NBRC_13626,glyc3p,-1,-0.10989010989010987
comp_52,Rhizobacter_gummiphilus_NS21,glyc,1,0.21978021978021975
comp_52,Bacillus_circulans_NBRC_13626,glyc,-1,-0.21978021978021975
comp_52,Rhizobacter_gummiphilus_NS21,nh4,1,0.35714285714285715
comp_52,Bacillus_circulans_NBRC_13626,nh4,-1,-0.35714285714285715
comp_52,Edaphobacter_aggregans_DSM_19364,arg__L,1,0.01648351648351648
comp_52,Bacillus_circulans_NBRC_13626,arg__L,-1,-0.01648351648351648
comp_52,Edaphobacter_aggregans_DSM_19364,glyc,1,0.21978021978021975
comp_52,Bacillus_circulans_NBRC_13626,glyc,-1,-0.21978021978021975
comp_52,Edaphobacter_aggregans_DSM_19364,nh4,1,0.35714285714285715
comp_52,Bacillus_circulans_NBRC_13626,nh4,-1,-0.35714285714285715
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,arg__L,1,0.00193798449612403
comp_52,Bradyrhizobium_neotropicale_BR_10247,arg__L,-1,-0.00193798449612403
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,glcur,1,0.01162790697674418
comp_52,Bradyrhizobium_neotropicale_BR_10247,glcur,-1,-0.01162790697674418
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,glyc,1,0.01356589147286821
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc,-1,-0.01356589147286821
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,nh4,1,0.00968992248062015
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.00968992248062015
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,pyr,1,0.00193798449612403
comp_52,Bradyrhizobium_neotropicale_BR_10247,pyr,-1,-0.00193798449612403
comp_52,Xylophilus_ampelinus_CCH5_B3,34dhbz,1,0.02325581395348837
comp_52,Bradyrhizobium_neotropicale_BR_10247,34dhbz,-1,-0.02325581395348837
comp_52,Xylophilus_ampelinus_CCH5_B3,glcur,1,0.01162790697674418
comp_52,Bradyrhizobium_neotropicale_BR_10247,glcur,-1,-0.01162790697674418
comp_52,Xylophilus_ampelinus_CCH5_B3,glyc,1,0.01356589147286821
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc,-1,-0.01356589147286821
comp_52,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.00968992248062015
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.00968992248062015
comp_52,Xylophilus_ampelinus_CCH5_B3,pyr,1,0.00193798449612403
comp_52,Bradyrhizobium_neotropicale_BR_10247,pyr,-1,-0.00193798449612403
comp_52,Lysobacter_dokdonensis_DS_58,arg__L,1,0.00387596899224806
comp_52,Bradyrhizobium_neotropicale_BR_10247,arg__L,-1,-0.00387596899224806
comp_52,Lysobacter_dokdonensis_DS_58,glyc3p,1,0.03875968992248062
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc3p,-1,-0.03875968992248062
comp_52,Lysobacter_dokdonensis_DS_58,glyc,1,0.02713178294573643
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc,-1,-0.02713178294573643
comp_52,Lysobacter_dokdonensis_DS_58,nh4,1,0.01937984496124031
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.01937984496124031
comp_52,Rhizobacter_gummiphilus_NS21,34dhbz,1,0.09302325581395347
comp_52,Bradyrhizobium_neotropicale_BR_10247,34dhbz,-1,-0.09302325581395347
comp_52,Rhizobacter_gummiphilus_NS21,arg__L,1,0.00775193798449612
comp_52,Bradyrhizobium_neotropicale_BR_10247,arg__L,-1,-0.00775193798449612
comp_52,Rhizobacter_gummiphilus_NS21,dha,1,0.2713178294573643
comp_52,Bradyrhizobium_neotropicale_BR_10247,dha,-1,-0.2713178294573643
comp_52,Rhizobacter_gummiphilus_NS21,glyc3p,1,0.07751937984496124
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc3p,-1,-0.07751937984496124
comp_52,Rhizobacter_gummiphilus_NS21,glyc,1,0.05426356589147287
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc,-1,-0.05426356589147287
comp_52,Rhizobacter_gummiphilus_NS21,nh4,1,0.03875968992248062
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.03875968992248062
comp_52,Rhizobacter_gummiphilus_NS21,pyr,1,0.00775193798449612
comp_52,Bradyrhizobium_neotropicale_BR_10247,pyr,-1,-0.00775193798449612
comp_52,Edaphobacter_aggregans_DSM_19364,arg__L,1,0.00387596899224806
comp_52,Bradyrhizobium_neotropicale_BR_10247,arg__L,-1,-0.00387596899224806
comp_52,Edaphobacter_aggregans_DSM_19364,glyc,1,0.02713178294573643
comp_52,Bradyrhizobium_neotropicale_BR_10247,glyc,-1,-0.02713178294573643
comp_52,Edaphobacter_aggregans_DSM_19364,nh4,1,0.01937984496124031
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.01937984496124031
comp_52,Edaphobacter_aggregans_DSM_19364,pyr,1,0.00387596899224806
comp_52,Bradyrhizobium_neotropicale_BR_10247,pyr,-1,-0.00387596899224806
comp_52,Micromonospora_rosaria_DSM_803,glcur,1,0.06976744186046512
comp_52,Bradyrhizobium_neotropicale_BR_10247,glcur,-1,-0.06976744186046512
comp_52,Micromonospora_rosaria_DSM_803,nh4,1,0.05813953488372093
comp_52,Bradyrhizobium_neotropicale_BR_10247,nh4,-1,-0.05813953488372093
comp_52,Micromonospora_rosaria_DSM_803,rib__D,1,0.1511627906976744
comp_52,Bradyrhizobium_neotropicale_BR_10247,rib__D,-1,-0.1511627906976744
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,acald,1,0.03881856540084388
comp_52,Micromonospora_rosaria_DSM_803,acald,-1,-0.03881856540084388
comp_52,Pseudonocardia_oroxyli_CGMCC_4_3143,asn__L,1,0.09113924050632911
